review_text,sentiment
"Wrong color was sent. I ordered nickel but received black, I did not process a return because I really needed it for a guest. The rod itself fit the length of the room I needed but is a made of flimsy thin metal. I tightened it as much as I could and it is still wobbly in the center I do feel like a accident tug may bring my curtain down.",neutral
"This bag made almost 18 gallons of beads. The color of the beads are just like the photo and worked perfectly. I used them in a preschool classroom. The kids loved it, the teachers loved having a “water” activity with no mess. Parents loved that it was non toxic.",positive
My son wanted to know a million words one day and I bought this for him because I don't have time to define that many words and Alexa was having a hard time understanding him.,positive
They were to big for me,negative
This spice makes outstanding garlic bread with a small touch of butter.,positive
"Wore these one time and although they’re supposed to be tight, these stocking were so tight they caused extreme pain. And I’ve been wearing compression hose for years. These compared to others I’ve bought cannot be worn bc they’re so tight.",negative
"I’ve been wanting to try this tea from a movie a watched several times. The taste was horrible like leather. Maybe I’m just not used to it. Well, my husband did t like the taste either. Even when I mixed it with other tea.",negative
Locked in well at first but now keeps falling off on the one wristband side.,neutral
"Grandchildren love this fire truck, used indoors and outdoors. Pump works well and was used to keep children cool during hot/warm days. Easy to assemble and clean. Very durable. Color is maintained, but stickers have a tendency to fade or wear off.",positive
Horrible and rock hard like they where stale.,negative
Never got my product and I emailed twice with no response. So I paid for something I never received. I would have left no stars if it would let me. Very disappointed in amazon too since they allow them to sale on here.,negative
They seem to be working fine. Only problem was one came broken which is the color that I needed to match my earrings. I am using the wrong color but overall these are a good buy,neutral
"If I could rate the seller a zero, I would. I ordered this for my business & was sent a box of grip clips twice.",negative
"Very thin, not worth it. I was very disappointed with this item.",negative
